text,label
The report contains category level company and brand share as well as distribution share information for 2007 and 2008 ,neutral
Insurance policies should be simple ,neutral
It is a solid credit that has been compared to a DZ Bank or a Rabobank ,positive
"Laavainen said Benecol was well known in Europe and the US , where it had been in the market for 15 years ",neutral
"We know that it exists , '' Artemyev said ",neutral
HELSINKI AFX - Outokumpu Technology said it has signed a 3.5 mln eur agreement with Mongolia 's Erdenet Mining Corporation for the engineering of the first HydroCopper plant to be built at the Erdenet mine site ,positive
"The order also covers design services , hardware , software licences , as well as maintenance services over six years ",neutral
"`` This transaction supports Huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says Huhtam+ñki Oyj 's CEO Jukka Moisio ",neutral
"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space ",neutral
"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 ",negative
The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present ,neutral
"It rose by 15.7 % and by 24.8 % in Finland and abroad , respectively , to EUR 7 million and EUR 4.2 million , due to a 40 % growth in Russia ",positive
EB announced in its stock exchange release on November 18th 2008 that J.T. Bergqvist has resigned from the chairmanship and membership of the Board of EB ,negative
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 ",positive
"At the same time , the market for automated liquid handling devices is already larger than that for pipettes , according to Biohit ",neutral
"The dividend will be paid on April 15 , 2008 to each of the shareholders who on the record date of April 8 , 2008 have been entered in the list of shareholders kept by the Finnish Central Securities Depository Ltd. ",neutral
"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation ",negative
The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006 ,neutral
"A spokesman said : `` The food store center , subject to council and local support , could comprise a supermarket or smaller store and other niche outlets , and this will be firmed up following consultation with the council and local community regarding appropriate uses and occupiers . '",neutral
"The markets are almost completely controlled by three banks : Nordea , OP Bank Group , and Sampo ",neutral
"The remainder of its revenues will come from technology agreements with other firms , InterDigital said ",neutral
"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates ",negative
"Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments ",neutral
"The Group 's consolidated net sales for 2009 totaled 1.5 billion euros and it employs approximately 10,000 persons ",neutral
"Olvi 's target is to strengthen its market share in soft drinks , mineral waters , ciders , long drinks , and energy drinks ",neutral
Currently more than 100 of Global Fortune 500 companies are using SSH security solutions ,neutral
Autotank Group is part of Aspo 's Systems Division ,neutral
STUK today is a full service house expert in radiation and nuclear safety issues ,neutral
"Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry ",neutral
"In 2007 , almost two thirds of Orion 's net sales came from these drugs ",neutral
"As a result , the company has decided it will implement fixed-term temporary lay-offs ",negative
"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 ",positive
"At the end of last week , Protalix BioTherapeutics Inc ( AMEX : PLX ) published a prospectus for a first offering on AMEX of about 5 % of its share capital ",neutral
Operating profit increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005 ,positive
"RK Group , headquartered in Vantaa , Finland , is one of Europe 's leading machinery rental services ",neutral
The value of the order is EUR 2.5 mn ,neutral
"MeeGo `` learns as you use it , '' Fisher said , putting the most important things up top ",neutral
"- The Group -¦ s cumulative sales during the review period were EUR 48.2 million EUR 53.1 million , 1-9/2007 and profit before taxes was EUR 1.2 1.4 million ",neutral
"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland ",neutral
"CHS Expo Freight is a major Finnish fair , exhibition and culture logistics company that provides logistics services to various events by land , air and sea ",neutral
"` After fixing our home-base , cutting costs and closing the non-profitable units , we are now looking at going forward , ' she said ",positive
The first phase will be completed by the end of 2012 ,neutral
Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 ,negative
`` We have the most expensive water brand in Finland at the moment . ',neutral
The company expects its net sales for the whole 2009 to be at previous year levels ,neutral
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan ",negative
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before ,negative
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 ,negative
Around 50 percent of the world 's ro-ro fleet is over 25 years old and needs to be scrapped for environmental reasons ,neutral
Export declined by 6 percent to 16.4 million liters ,negative
"The executive said that countries such as Brazil , Chile , Argentina and Mexico will lead the adoption in the business Ethernet services segment , while Brazil and Mexico will be the early adopters of carrier Ethernet for mobile backhaul ",neutral
GyPSii service supports ten different languages including Korean and Russian ,neutral
"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies ",positive
Repeats sees 2008 EBITA above 18 pct of sales ,positive
"Paper stocks were among the biggest fallers , with Stora Enso down 2.30 pct to 14.01 eur , M-real down 2.86 pct to 5.09 eur and UPM-Kymmene 1.14 pct lower at 19.10 eur ",negative
"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group ",neutral
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 ",positive
